ranker,player,team,fantasy_pos,age,g,gs,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,fumbles,fumbles_lost,all_td,two_pt_md,two_pt_pass,fantasy_points,fantasy_points_ppr,draftkings_points,fanduel_points,vbd,fantasy_rank_pos,fantasy_rank_overall,player_id
311,Ihmir Smith-Marsette,CAR,WR,24,17,0,0,0,0,0,0,8,74,9.25,1,10,8,51,6.38,0,2,0,2,,,25,32.5,32.5,28.5,,124,,SmitIh00
312,Treylon Burks,TEN,WR,23,11,9,0,0,0,0,0,5,18,3.60,0,30,16,221,13.81,0,0,0,0,,,24,39.9,42.9,31.9,,125,,BurkTr00
313,Andy Dalton,CAR,QB,36,3,1,34,58,361,2,0,3,12,4.00,0,0,0,0,,0,0,0,0,,,24,23.6,26.6,23.6,,53,,DaltAn00
314,Hayden Hurst,CAR,TE,30,9,8,0,0,0,0,0,0,0,,0,32,18,184,10.22,1,0,0,1,,,24,42.4,45.4,33.4,,53,,HursHa00
315,Hunter Renfrow,LVR,WR,28,17,3,0,0,0,0,0,0,0,,0,37,25,255,10.20,0,1,1,0,,,24,48.5,52.5,36.0,,126,,RenfHu00
316,Jacoby Brissett,WAS,QB,31,3,0,18,23,224,3,0,3,19,6.33,0,0,0,0,,0,0,0,0,,,23,22.9,22.9,22.9,,55,,BrisJa00
317,Dyami Brown,WAS,WR,24,17,1,1,1,4,0,0,1,0,0.00,0,23,12,168,14.00,1,0,0,1,,,23,35.0,38.0,29.0,,130,,BrowDy00
318,Sam Darnold,SFO,QB,26,10,1,28,46,297,2,1,21,15,0.71,1,0,0,0,,0,3,1,1,,,23,23.4,25.4,24.4,,54,,DarnSa00
319,Will Dissly,SEA,TE,27,16,14,0,0,0,0,0,0,0,,0,22,17,172,10.12,1,0,0,1,,,23,40.2,43.2,31.7,,55,,DissWi00
320,Darrynton Evans,2TM,RB,25,7,0,0,0,0,0,0,32,121,3.78,1,12,7,49,7.00,0,0,0,1,,,23,30.0,33.0,26.5,,84,,EvanDa02
321,KhaDarel Hodge,ATL,WR,28,17,4,0,0,0,0,0,1,0,0.00,0,23,14,232,16.57,0,1,0,0,,,23,37.2,40.2,30.2,,127,,HodgKh00
322,Austin Hooper,LVR,TE,29,17,9,0,0,0,0,0,0,0,,0,31,25,234,9.36,0,0,0,0,,,23,48.4,51.4,35.9,,54,,HoopAu00
323,Johnny Mundt,MIN,TE,29,17,0,0,0,0,0,0,0,0,,0,23,17,172,10.12,1,0,0,1,,,23,40.2,43.2,31.7,,56,,MundJo00
324,Cedric Tillman,CLE,WR,23,14,3,0,0,0,0,0,1,8,8.00,0,44,21,224,10.67,0,0,0,0,,,23,44.2,47.2,33.7,,128,,TillCe01
325,Parker Washington,JAX,WR,21,9,1,0,0,0,0,0,0,0,,0,21,16,132,8.25,2,2,1,2,,,23,39.2,43.2,31.2,,129,,WashPa01
326,Ameer Abdullah,LVR,RB,30,17,0,0,0,0,0,0,15,89,5.93,0,24,19,131,6.89,0,0,0,0,,,22,41.0,44.0,31.5,,85,,AbduAm00
327,Tank Bigsby,JAX,RB,22,17,0,0,0,0,0,0,50,132,2.64,2,4,1,6,6.00,0,2,2,2,,,22,22.8,27.8,22.3,,86,,BigsTa00
328,Elijah Higgins,ARI,TE,23,11,2,0,0,0,0,0,0,0,,0,19,14,163,11.64,1,0,0,1,,,22,36.3,39.3,29.3,,57,,HiggEl00
329,Jalen Reagor,NWE,WR,24,11,1,0,0,0,0,0,1,17,17.00,0,23,7,138,19.71,0,0,0,1,,,22,28.5,31.5,25.0,,131,,ReagJa00
330,Stone Smartt,LAC,TE,25,16,3,0,0,0,0,0,0,0,,0,21,11,155,14.09,1,0,0,1,,,22,32.5,35.5,27.0,,58,,SmarSt00
331,Dorian Thompson-Robinson,CLE,QB,24,8,3,60,112,440,1,4,14,65,4.64,0,0,0,0,,0,2,0,0,1,,22,22.1,29.1,26.1,,56,,ThomDo02
332,C.J. Beathard,JAX,QB,30,7,1,40,53,349,1,0,8,35,4.38,0,0,0,0,,0,1,0,0,,,21,21.5,24.5,21.5,,57,,BeatC.00
333,Derius Davis,LAC,WR,23,17,2,0,0,0,0,0,14,101,7.21,0,17,15,66,4.40,0,3,1,1,,,21,35.7,39.7,28.2,,133,,DaviDe02
334,Van Jefferson,2TM,WR,27,17,9,0,0,0,0,0,1,4,4.00,0,43,20,209,10.45,0,0,0,0,,,21,41.3,44.3,31.3,,132,,JeffVa00
335,Will Mallory,IND,TE,24,12,2,0,0,0,0,0,0,0,,0,26,18,207,11.50,0,1,0,0,,,21,38.7,41.7,29.7,,59,,MallWi00
336,Jamison Crowder,WAS,WR,30,17,0,0,0,0,0,0,0,0,,0,20,16,159,9.94,1,2,1,1,,,20,35.9,39.9,27.9,,135,,CrowJa00
337,P.J. Walker,CLE,QB,28,6,2,54,111,674,1,5,13,30,2.31,0,0,0,0,,0,4,2,0,,,20,20.0,30.0,25.0,,58,,WalkPh00
338,Quez Watkins,PHI,WR,25,9,5,0,0,0,0,0,0,0,,0,21,15,142,9.47,1,0,0,1,,,20,35.2,38.2,27.7,,134,,WatkQu00
339,Robbie Chosen,MIA,WR,30,9,0,0,0,0,0,0,0,0,,0,6,4,126,31.50,1,0,0,1,,,19,22.6,25.6,20.6,,137,,AndeRo04
340,Nick Chubb,CLE,RB,28,2,2,0,0,0,0,0,28,170,6.07,0,4,4,21,5.25,0,0,0,0,,,19,23.1,26.1,21.1,,87,,ChubNi00
341,Malik Heath,GNB,WR,23,13,1,0,0,0,0,0,0,0,,0,24,15,125,8.33,1,0,0,1,,,19,33.5,36.5,26.0,,138,,HeatMa00
342,Luke Schoonmaker,DAL,TE,25,17,0,0,0,0,0,0,0,0,,0,15,8,65,8.13,2,0,0,2,,,19,26.5,26.5,22.5,,60,,SchoLu00
343,Tyler Scott,CHI,WR,22,17,4,0,0,0,0,0,7,41,5.86,0,32,17,168,9.88,0,1,1,0,,,19,35.9,39.9,27.4,,136,,ScotTy00
344,Patrick Taylor,GNB,RB,25,11,0,0,0,0,0,0,32,141,4.41,0,17,11,49,4.45,0,0,0,0,,,19,30.0,33.0,24.5,,88,,TaylPa01
345,River Cracraft,MIA,WR,29,10,1,0,0,0,0,0,0,0,,0,12,9,121,13.44,1,0,0,1,,,18,27.1,30.1,22.6,,139,,CracRi00
346,Kevin Harris,NWE,RB,23,4,0,0,0,0,0,0,16,65,4.06,1,3,3,58,19.33,0,0,0,1,,,18,21.3,21.3,19.8,,89,,HarrKe01
347,Davis Mills,HOU,QB,25,6,0,18,39,173,2,0,2,9,4.50,0,0,0,0,,0,0,0,0,,1,18,17.8,17.8,17.8,,59,,MillDa02
348,Deven Thompkins,TAM,WR,24,17,1,0,0,0,0,0,8,56,7.00,0,25,17,83,4.88,1,3,1,1,,,18,34.9,35.9,26.4,,140,,ThomDe07
349,Melvin Gordon,BAL,RB,30,4,0,0,0,0,0,0,26,81,3.12,1,3,3,46,15.33,0,1,1,1,,,17,19.7,20.7,18.2,,92,,GordMe00
350,Damien Harris,BUF,RB,26,6,0,0,0,0,0,0,23,94,4.09,1,2,2,16,8.00,0,0,0,1,,,17,19.0,19.0,18.0,,91,,HarrDa06
351,Connor Heyward,PIT,TE,24,17,7,0,1,0,0,0,1,0,0.00,0,34,23,167,7.26,0,0,0,0,,,17,39.7,42.7,28.2,,62,,HeywCo00
352,Ray-Ray McCloud,SFO,WR,27,12,1,0,0,0,0,0,3,30,10.00,0,15,12,135,11.25,0,1,0,0,,,17,28.5,31.5,22.5,,141,,McClRa00
353,MyCole Pruitt,ATL,TE,31,17,8,0,0,0,0,0,0,0,,0,12,9,110,12.22,1,1,0,1,,,17,26.0,29.0,21.5,,61,,PruiMy00
354,Trey Sermon,IND,RB,24,14,0,0,0,0,0,0,35,160,4.57,0,6,3,13,4.33,0,0,0,0,,,17,20.3,23.3,18.8,,90,,SermTr00
355,Davis Allen,LAR,TE,22,15,1,0,0,0,0,0,0,0,,0,11,10,95,9.50,1,0,0,1,,,16,25.5,25.5,20.5,,63,,AlleDa02
356,Luke Farrell,JAX,TE,26,17,8,0,0,0,0,0,0,0,,0,15,13,155,11.92,0,0,0,0,,,16,28.5,31.5,22.0,,64,,FarrLu00
357,Lucas Krull,DEN,TE,25,7,2,0,0,0,0,0,0,0,,0,14,8,95,11.88,1,0,0,1,,,16,23.5,23.5,19.5,,65,,KrulLu00
358,John Metchie,HOU,WR,23,16,0,0,0,0,0,0,1,4,4.00,0,30,16,158,9.88,0,0,0,0,,,16,32.2,35.2,24.2,,142,,MetcJo00
359,Donovan Peoples-Jones,2TM,WR,24,15,6,0,0,0,0,0,0,0,,0,25,13,155,11.92,0,1,0,0,,,16,28.5,31.5,22.0,,144,,PeopDo00
360,Kyle Philips,TEN,WR,24,9,0,0,0,0,0,0,0,0,,0,22,15,181,12.07,0,1,1,0,,,16,31.1,35.1,23.6,,143,,PhilKy01
361,Irv Smith Jr.,CIN,TE,25,12,6,0,0,0,0,0,0,0,,0,26,18,115,6.39,1,1,1,1,,,16,33.5,37.5,24.5,,66,,SmitIr01
362,John Bates,WAS,TE,26,17,4,0,0,0,0,0,0,0,,0,28,19,151,7.95,0,0,0,0,,,15,34.1,37.1,24.6,,68,,BateJo00
363,Jalen Guyton,LAC,WR,26,8,3,0,0,0,0,0,0,0,,0,21,10,89,8.90,1,0,0,1,,,15,24.9,24.9,19.9,,146,,GuytJa01
364,Charlie Kolar,BAL,TE,24,15,3,0,0,0,0,0,0,0,,0,9,7,87,12.43,1,0,0,1,,,15,21.7,21.7,18.2,,71,,KolaCh00
365,David Moore,TAM,WR,28,7,0,0,0,0,0,0,0,0,,0,7,5,94,18.80,1,0,0,1,,,15,20.4,20.4,17.9,,145,,MoorDa03
366,Ronnie Rivers,LAR,RB,24,9,1,0,0,0,0,0,32,129,4.03,0,5,5,22,4.40,0,0,0,0,,,15,20.1,23.1,17.6,,93,,RiveRo01
367,Jeremy Ruckert,NYJ,TE,23,15,6,0,0,0,0,0,0,0,,0,22,16,151,9.44,0,0,0,0,,,15,31.1,34.1,23.1,,69,,RuckJe00
368,Trent Sherfield,BUF,WR,27,17,1,0,0,0,0,0,0,0,,0,22,11,86,7.82,1,0,0,1,,,15,25.6,25.6,20.1,,147,,SherTr00
369,Josh Whyle,TEN,TE,24,11,3,0,0,0,0,0,0,0,,0,15,9,94,10.44,1,0,0,1,,,15,24.4,24.4,19.9,,67,,WhylJo01
370,Brock Wright,DET,TE,25,14,4,0,0,0,0,0,0,0,,0,14,13,91,7.00,1,0,0,1,,,15,28.1,28.1,21.6,,70,,WrigBr01
371,Chase Claypool,2TM,WR,25,12,2,0,0,0,0,0,0,0,,0,21,8,77,9.63,1,0,0,1,,,14,21.7,21.7,17.7,,152,,ClayCh01
372,Jeff Driskel,CLE,QB,30,1,1,13,26,166,2,2,7,33,4.71,0,0,0,0,,0,0,0,0,,,14,13.9,15.9,15.9,,60,,DrisJe00
373,Xavier Hutchinson,HOU,WR,23,16,0,0,0,0,0,0,5,49,9.80,0,19,8,90,11.25,0,0,0,0,,,14,21.9,21.9,17.9,,150,,HutcXa00
374,Charlie Jones,CIN,WR,25,11,0,0,0,0,0,0,2,13,6.50,0,9,7,64,9.14,0,0,0,1,,,14,20.7,20.7,17.2,,153,,JoneCh11
375,Terrace Marshall Jr.,CAR,WR,23,9,4,0,0,0,0,0,0,0,,0,33,19,139,7.32,0,1,0,0,,,14,32.9,35.9,23.4,,151,,MarsTe00
376,Byron Pringle,WAS,WR,30,17,1,0,0,0,0,0,0,0,,0,22,14,161,11.50,0,1,1,0,,,14,28.1,32.1,21.1,,149,,PrinBy00
377,Ben Skowronek,LAR,WR,26,17,0,0,0,0,0,0,2,9,4.50,0,12,8,66,8.25,1,0,0,1,,,14,21.5,21.5,17.5,,154,,SkowBe00
378,Tyquan Thornton,NWE,WR,23,9,3,0,0,0,0,0,3,51,17.00,0,23,13,91,7.00,0,0,0,0,,,14,27.2,27.2,20.7,,148,,ThorTy00
379,Jordan Akins,CLE,TE,31,17,4,0,0,0,0,0,0,0,,0,23,15,132,8.80,0,0,0,0,,,13,28.2,31.2,20.7,,72,,AkinJo00
380,Isaiah Spiller,LAC,RB,22,9,0,0,0,0,0,0,37,96,2.59,0,6,6,34,5.67,0,0,0,0,,,13,19.0,19.0,16.0,,94,,SpilIs00
381,Stephen Sullivan,CAR,TE,27,11,0,0,0,0,0,0,0,0,,0,24,12,125,10.42,0,0,0,0,,,13,24.5,27.5,18.5,,73,,SullSt00
382,Lynn Bowden Jr.,NOR,WR,26,15,3,0,0,0,0,0,5,32,6.40,0,16,11,83,7.55,0,1,0,0,,,12,22.5,22.5,17.0,,158,,BowdLy00
383,Jason Brownlee,NYJ,WR,24,7,5,0,0,0,0,0,0,0,,0,8,5,56,11.20,1,0,0,1,,,12,16.6,16.6,14.1,,156,,BrowJa07
384,Randall Cobb,NYJ,WR,33,11,1,0,0,0,0,0,0,0,,0,17,5,39,7.80,1,0,0,1,1,,12,16.9,16.9,14.4,,155,,CobbRa00
385,Tyler Goodson,IND,RB,23,6,1,0,0,0,0,0,13,87,6.69,0,9,6,34,5.67,0,0,0,0,,,12,18.1,18.1,15.1,,95,,GoodTy00
386,Alec Ingold*,MIA,FB,27,17,13,0,0,0,0,0,2,0,0.00,0,16,13,119,9.15,0,0,0,0,,,12,24.9,27.9,18.4,,96,,IngoAl01
387,Marcus Mariota,PHI,QB,30,3,0,15,23,164,1,1,8,52,6.50,0,0,0,0,,0,1,1,0,,,12,11.8,13.8,12.8,,62,,MariMa01
388,D.J. Montgomery,IND,WR,27,7,0,0,0,0,0,0,0,0,,0,8,3,56,18.67,1,0,0,1,,,12,14.6,14.6,13.1,,157,,MontDJ01
389,Boston Scott,PHI,RB,28,15,0,0,0,0,0,0,20,86,4.30,0,6,4,52,13.00,0,1,1,0,,,12,15.8,16.8,13.8,,97,,ScotBo02
390,Laviska Shenault Jr.,CAR,WR,25,8,0,0,0,0,0,0,12,55,4.58,0,10,10,60,6.00,0,1,0,0,,,12,21.5,21.5,16.5,,159,,ShenLa00
391,Cole Turner,WAS,TE,23,12,1,0,0,0,0,0,0,0,,0,15,11,120,10.91,0,0,0,0,,,12,23.0,26.0,17.5,,74,,TurnCo00
392,C.J. Uzomah,NYJ,TE,30,12,8,0,0,0,0,0,0,0,,0,12,8,58,7.25,1,0,0,1,,,12,19.8,19.8,15.8,,75,,UzomC.00
393,Jameis Winston,NOR,QB,29,7,0,25,47,264,2,3,5,-6,-1.20,0,0,0,0,,0,0,0,0,,,12,12.0,15.0,15.0,,61,,WinsJa00
394,Raheem Blackshear,CAR,RB,24,12,0,0,0,0,0,0,14,46,3.29,0,7,6,45,7.50,0,0,0,0,1,,11,17.1,17.1,14.1,,99,,BlacRa00
395,Brandon Bolden,LVR,RB,33,17,0,0,0,0,0,0,4,31,7.75,1,0,0,0,,0,0,0,1,1,,11,11.1,11.1,11.1,,100,,BoldBr00
396,Tim Boyle,NYJ,QB,29,3,2,48,77,360,1,4,4,5,1.25,0,0,0,0,,0,2,0,0,,,11,10.9,17.9,14.9,,63,,BoylTi00
397,Chris Brooks,MIA,RB,23,9,0,0,0,0,0,0,19,106,5.58,0,0,0,0,,0,0,0,0,,,11,10.6,13.6,10.6,,103,,BrooCh00
398,Mecole Hardman,2TM,WR,25,11,2,0,0,0,0,0,1,3,3.00,0,24,15,124,8.27,0,1,1,0,,,11,25.7,29.7,18.2,,160,,HardMe00
399,La'Mical Perine,KAN,RB,25,3,1,0,0,0,0,0,22,77,3.50,0,5,3,33,11.00,0,0,0,0,,,11,14.0,14.0,12.5,,101,,PeriLa00
400,Patrick Ricard,BAL,FB,29,17,9,0,0,0,0,0,0,0,,0,7,5,52,10.40,1,0,0,1,,,11,16.2,16.2,13.7,,98,,RicaPa00
401,Robert Tonyan,CHI,TE,29,17,6,0,0,0,0,0,0,0,,0,17,11,112,10.18,0,0,0,0,,,11,22.2,25.2,16.7,,76,,TonyRo00
402,Emanuel Wilson,GNB,RB,24,7,0,0,0,0,0,0,14,85,6.07,0,5,4,23,5.75,0,1,0,0,,,11,14.8,14.8,12.8,,102,,WilsEm00
403,Lawrence Cager,NYG,TE,26,11,0,0,0,0,0,0,0,0,,0,5,4,36,9.00,1,0,0,1,,,10,13.6,13.6,11.6,,77,,CageLa01
404,Parris Campbell,NYG,WR,26,12,3,0,0,0,0,0,0,0,,0,27,20,104,5.20,0,0,0,0,,,10,30.4,33.4,20.4,,161,,CampPa00
405,J.K. Dobbins,BAL,RB,25,1,1,0,0,0,0,0,8,22,2.75,1,3,2,15,7.50,0,0,0,1,,,10,11.7,11.7,10.7,,105,,DobbJK00
406,Marquise Goodwin,CLE,WR,33,12,0,0,0,0,0,0,4,33,8.25,0,13,4,67,16.75,0,0,0,0,,,10,14.0,14.0,12.0,,163,,GoodMa00
407,Keaontay Ingram,ARI,RB,24,8,1,0,0,0,0,0,35,74,2.11,0,4,4,26,6.50,0,0,0,0,,,10,14.0,14.0,12.0,,104,,IngrKe01
408,Case Keenum,HOU,QB,35,2,2,34,53,291,1,3,2,1,0.50,0,0,0,0,,0,1,0,0,,,10,9.7,12.7,12.7,,64,,KeenCa00
409,Keith Kirkwood,NOR,WR,29,13,4,0,0,0,0,0,0,0,,0,9,5,37,7.40,1,0,0,1,,,10,14.7,14.7,12.2,,164,,KirkKe00
410,Hunter Luepke,DAL,RB,23,17,0,0,0,0,0,0,6,19,3.17,1,4,3,18,6.00,0,0,0,1,,,10,12.7,12.7,11.2,,106,,LuepHu00
411,Sterling Shepard,NYG,WR,30,15,2,0,0,0,0,0,1,6,6.00,0,22,10,57,5.70,1,1,1,1,,,10,20.3,21.3,15.3,,162,,ShepSt00
412,Brenton Strange,JAX,TE,23,14,4,0,0,0,0,0,0,0,,0,9,5,35,7.00,1,0,0,1,,,10,14.5,14.5,12.0,,78,,StraBr00
413,Israel Abanikanda,NYJ,RB,21,6,0,0,0,0,0,0,22,70,3.18,0,11,7,43,6.14,0,1,1,0,,,9,16.3,17.3,12.8,,107,,AbanIs00
414,Nick Bawden,NYJ,FB,27,16,2,0,0,0,0,0,2,4,2.00,1,3,3,21,7.00,0,0,0,1,,,9,11.5,11.5,10.0,,108,,BawdNi00
415,Richie James,KAN,WR,28,9,1,0,0,0,0,0,0,0,,0,14,10,114,11.40,0,2,1,0,,,9,19.4,23.4,14.4,,165,,JameRi00
416,Marcedes Lewis,CHI,TE,39,17,4,0,0,0,0,0,0,0,,0,5,4,29,7.25,1,0,0,1,,,9,12.9,12.9,10.9,,80,,LewiMa00
417,Quintin Morris,BUF,TE,24,15,0,0,0,0,0,0,0,0,,0,3,2,26,13.00,1,0,0,1,,,9,10.6,10.6,9.6,,81,,MorrQu00
418,Geoff Swaim,ARI,TE,30,14,8,0,0,0,0,0,0,0,,0,11,10,94,9.40,0,0,0,0,,,9,19.4,19.4,14.4,,79,,SwaiGe00
419,Brycen Hopkins,LAR,TE,26,15,0,0,0,0,0,0,0,0,,0,7,5,78,15.60,0,0,0,0,,,8,12.8,12.8,10.3,,83,,HopkBr01
420,Tim Jones,JAX,WR,25,17,2,0,0,0,0,0,0,0,,0,18,11,83,7.55,0,0,0,0,,,8,19.3,19.3,13.8,,166,,JoneTi00
421,Dare Ogunbowale,HOU,RB,29,12,0,0,0,0,0,0,8,35,4.38,0,7,2,18,9.00,0,0,0,0,,,8,10.3,10.3,9.3,,109,,OgunDa00
422,Ben Sims,GNB,TE,23,17,1,0,0,0,0,0,0,0,,0,6,4,21,5.25,1,0,0,1,,,8,12.1,12.1,10.1,,82,,SimsBe00
423,Samori Toure,GNB,WR,25,11,0,0,0,0,0,0,0,0,,0,18,8,78,9.75,0,1,1,0,1,,8,15.8,16.8,11.8,,167,,TourSa00
424,Deuce Vaughn,DAL,RB,22,7,0,0,0,0,0,0,23,40,1.74,0,7,7,40,5.71,0,0,0,0,,,8,15.0,15.0,11.5,,110,,VaugDe00
425,Trayveon Williams,CIN,RB,26,17,0,0,0,0,0,0,15,69,4.60,0,9,7,10,1.43,0,0,0,0,,,8,14.9,14.9,11.4,,111,,WillTr06
426,Blake Bell,KAN,TE,32,17,3,0,0,0,0,0,0,0,,0,9,5,26,5.20,1,1,1,1,,,7,11.6,12.6,9.1,,84,,BellBl00
427,Gary Brightwell,NYG,RB,24,7,0,0,0,0,0,0,9,19,2.11,0,7,5,47,9.40,0,0,0,0,,,7,11.6,11.6,9.1,,113,,BrigGa00
428,Chris Conley,SFO,WR,31,8,0,0,0,0,0,0,0,0,,0,6,3,69,23.00,0,0,0,0,,,7,9.9,9.9,8.4,,170,,ConlCh00
429,Josiah Deguara,GNB,TE,26,15,4,0,0,0,0,0,0,0,,0,8,8,65,8.13,0,0,0,0,,,7,14.5,14.5,10.5,,85,,DeguJo00
430,Simi Fehoko,LAC,WR,26,6,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,1,0,0,1,,,7,7.9,7.9,7.4,,171,,FehoSi00
431,Eric Gray,NYG,RB,24,13,0,0,0,0,0,0,17,48,2.82,0,7,6,22,3.67,0,3,0,0,,,7,13.0,13.0,10.0,,112,,GrayEr01
432,Tyler Johnson,LAR,WR,25,1,0,0,0,0,0,0,0,0,,0,3,2,8,4.00,1,0,0,1,,,7,8.8,8.8,7.8,,172,,JohnTy00
433,Velus Jones Jr.,CHI,WR,26,14,0,0,0,0,0,0,8,51,6.38,0,7,4,20,5.00,0,0,0,0,,,7,11.1,11.1,9.1,,168,,JoneVe00
434,Clayton Tune,ARI,QB,24,7,1,12,21,62,0,2,8,30,3.75,1,0,0,0,,0,2,1,1,1,,7,7.5,10.5,9.5,,65,,TuneCl00
435,Tylan Wallace,BAL,WR,24,11,0,0,0,0,0,0,0,0,,0,2,1,11,11.00,0,0,0,1,,,7,8.1,8.1,7.6,,169,,WallTy00
436,Jalen Brooks,DAL,WR,23,7,0,0,0,0,0,0,0,0,,0,6,6,64,10.67,0,0,0,0,,,6,12.4,12.4,9.4,,173,,BrooJa03
437,DeAndre Carter,LVR,WR,30,17,1,0,0,0,0,0,3,18,6.00,0,7,4,39,9.75,0,2,0,0,,,6,9.7,9.7,7.7,,176,,CartDe02
438,Payne Durham,TAM,TE,23,13,2,0,0,0,0,0,0,0,,0,7,5,58,11.60,0,0,0,0,,,6,10.8,10.8,8.3,,88,,DurhPa00
439,Blaine Gabbert,KAN,QB,34,2,1,18,35,185,0,3,7,45,6.43,0,0,0,0,,0,0,0,0,,,6,5.9,8.9,8.9,,66,,GabbBl00
440,Rakim Jarrett,TAM,WR,22,10,0,0,0,0,0,0,1,0,0.00,0,9,4,60,15.00,0,0,0,0,,,6,10.0,10.0,8.0,,175,,JarrRa00
441,Ko Kieft,TAM,TE,25,16,6,0,0,0,0,0,0,0,,0,5,1,2,2.00,1,0,0,1,,,6,7.2,7.2,6.7,,86,,KiefKo00
442,Isaiah McKenzie,IND,WR,28,13,2,0,0,0,0,0,3,14,4.67,0,14,11,82,7.45,0,3,2,0,,,6,16.6,18.6,11.1,,177,,McKeIs00
443,Equanimeous St. Brown,CHI,WR,27,7,2,0,0,0,0,0,0,0,,0,6,5,62,12.40,0,0,0,0,,,6,11.2,11.2,8.7,,174,,St.BEq00
444,Ian Thomas,CAR,TE,27,12,5,0,0,0,0,0,0,0,,0,9,5,56,11.20,0,0,0,0,,,6,10.6,10.6,8.1,,89,,ThomIa00
445,Darnell Washington,PIT,TE,22,17,7,0,0,0,0,0,0,0,,0,10,7,61,8.71,0,0,0,0,,,6,13.1,13.1,9.6,,87,,WashDa03
446,Mitchell Wilcox,CIN,TE,27,17,4,0,0,0,0,0,0,0,,0,12,9,56,6.22,0,0,0,0,,,6,14.6,14.6,10.1,,90,,WilcMi01
447,Damien Williams,ARI,RB,31,3,0,0,0,0,0,0,11,43,3.91,0,2,2,12,6.00,0,0,0,0,,,6,7.5,7.5,6.5,,114,,WillDa05
448,Brian Hoyer,LVR,QB,38,3,1,23,42,231,0,2,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,5,4.9,6.9,6.9,,67,,HoyeBr00
449,Ty Montgomery,NWE,WR,30,13,0,0,0,0,0,0,3,9,3.00,0,12,5,40,8.00,0,0,0,0,,,5,9.9,9.9,7.4,,179,,MontTy01
450,Justyn Ross,KAN,WR,24,10,1,0,0,0,0,0,0,0,,0,11,6,53,8.83,0,0,0,0,,,5,11.3,11.3,8.3,,178,,RossJu00
451,Brett Rypien,LAR,QB,27,2,1,18,38,172,0,1,3,19,6.33,0,0,0,0,,0,2,1,0,,,5,4.8,6.8,5.8,,68,,RypiBr00
452,Mike Strachan,CAR,WR,26,4,1,0,0,0,0,0,0,0,,0,3,1,45,45.00,0,0,0,0,,,5,5.5,5.5,5.0,,180,,StraMi03
453,Michael Burton,DEN,FB,31,17,3,0,0,0,0,0,7,9,1.29,0,3,3,8,2.67,0,0,0,0,1,,4,6.7,6.7,5.2,,118,,BurtMi00
454,Grant Calcaterra,PHI,TE,25,15,1,0,0,0,0,0,0,0,,0,4,4,39,9.75,0,0,0,0,,,4,7.9,7.9,5.9,,91,,CalcGr00
455,Elijah Cooks,JAX,WR,25,9,0,0,0,0,0,0,0,0,,0,4,3,38,12.67,0,0,0,0,,,4,6.8,6.8,5.3,,182,,CookEl00
456,Britain Covey,PHI,WR,26,16,0,0,0,0,0,0,0,0,,0,6,4,42,10.50,0,2,0,0,,,4,8.2,8.2,6.2,,181,,CoveBr00
457,Leonard Fournette,BUF,RB,28,2,0,0,0,0,0,0,12,40,3.33,0,0,0,0,,0,0,0,0,,,4,4.0,4.0,4.0,,116,,FourLe00
458,Peyton Hendershot,DAL,TE,24,8,1,0,0,0,0,0,1,0,0.00,0,7,4,38,9.50,0,0,0,0,,,4,7.8,7.8,5.8,,92,,HendPe01
459,Rashaad Penny,PHI,RB,27,3,0,0,0,0,0,0,11,33,3.00,0,1,1,5,5.00,0,0,0,0,,,4,4.8,4.8,4.3,,117,,PennRa00
460,Jack Stoll,PHI,TE,25,17,10,0,0,0,0,0,0,0,,0,8,5,38,7.60,0,0,0,0,,,4,8.8,8.8,6.3,,93,,StolJa00
461,Ke'Shawn Vaughn,TAM,RB,26,6,0,0,0,0,0,0,24,42,1.75,0,5,2,2,1.00,0,0,0,0,,,4,6.4,6.4,5.4,,115,,VaugKe00
462,Khari Blasingame,CHI,FB,27,16,2,0,0,0,0,0,8,26,3.25,0,6,3,2,0.67,0,0,0,0,,,3,5.8,5.8,4.3,,122,,BlasKh00
463,Keelan Doss,LAC,WR,27,5,0,0,0,0,0,0,0,0,,0,13,6,33,5.50,0,0,0,0,,,3,9.3,9.3,6.3,,183,,DossKe00
464,Greg Dulcich,DEN,TE,23,2,1,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,0,0,0,,,3,5.5,5.5,4.0,,99,,DulcGr00
465,Devin Duvernay,BAL,WR,26,13,1,0,0,0,0,0,4,15,3.75,0,9,4,18,4.50,0,0,0,0,,,3,7.3,7.3,5.3,,184,,DuveDe00
466,Derrick Gore,WAS,RB,29,6,0,0,0,0,0,0,3,26,8.67,0,0,0,0,,0,0,0,0,,,3,2.6,2.6,2.6,,123,,GoreDe00
467,C.J. Ham*,MIN,FB,30,17,5,0,0,0,0,0,1,7,7.00,0,9,7,25,3.57,0,0,0,0,,,3,10.2,10.2,6.7,,120,,HamxC.00
468,Julian Hill,MIA,TE,23,15,4,0,0,0,0,0,0,0,,0,9,6,48,8.00,0,1,1,0,,,3,8.8,9.8,5.8,,96,,HillJu02
